hostname,id,location,family,platformId,role,serialNumber,upTime,errorCode
PTT-TH-HO-B6-AP3802I-FL7-3,f6f8bc99-3412-4d18-8034-d2c29b73fdf3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZD,"0day,15:16:26.640",null
PTT-TH-HO-B6-AP3802I-FL8-3,71781e8c-40e8-4013-9594-b1f93bec7463,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZB,"0day,15:09:40.800",null
PTT-TH-HO-B6-AP3802I-FL9-1,2eccc404-5ec2-4f58-8b2b-e7eda94db33d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZC,"0day,15:16:39.890",null
PTT-TH-HO-B6-AP3802I-FL9-2,92c9112c-bc81-4b1f-bb1d-e4142a2daa3f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZW,"0day,15:16:36.880",null
PTT-TH-HO-B6-AP3802I-FL9-3,05ff17be-8e03-4535-bede-c7316b8b91ab,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZJ,"0day,15:16:26.800",null
PTT-TH-HO-B6-FL10-AP2802I-1,e1959444-f2d9-41ec-9ebe-f4be48caf82f,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0HB,"14 days, 11:59:23.430",null
PTT-TH-HO-B6-FL10-AP2802I-2,60649c85-9325-4800-ad99-6605828ead5c,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0HE,"14 days, 07:29:38.310",null
PTT-TH-HO-B6-FL10-AP2802I-3,58cd7fc1-566a-4343-9be0-490321c5e4ba,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J4,"14 days, 11:59:24.110",null
PTT-TH-HO-B6-FL1-AP3802I-1,8b231438-2d83-4bee-b743-09b21be0cc4f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYP,"5 days, 20:17:47.540",null
PTT-TH-HO-B6-FL1-AP3802I-2,459b856a-b2df-4b05-8bfe-9fbad0e87e10,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC80,"12 days, 03:37:53.510",null
PTT-TH-HO-B6-FL1-AP3802I-3,4287dce7-9908-466d-a1c0-8ef3c18c75fe,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXP,"12 days, 03:37:51.720",null
PTT-TH-HO-B6-FL1-AP3802I-4,026413fb-c5e1-405a-80ad-8c21398ab88b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVY,"12 days, 03:37:52.820",null
PTT-TH-HO-B6-FL1-AP3802I-5,264aee74-aab1-4340-a11b-d4a0263b630e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVG,"12 days, 03:37:52.100",null
PTT-TH-HO-B6-FL1-AP3802I-6,7cd33922-163b-4b30-ac9e-7a570a013298,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW3,"12 days, 03:37:51.610",null
PTT-TH-HO-B6-FL1-AP3802I-7,47601602-5dd6-44bb-a0c4-bdf1a9c00486,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV0,"12 days, 03:37:51.710",null
PTT-TH-HO-B6-FL1-AP3802I-8,415dd773-aa21-4998-a2a3-4f99df0f7ae0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZJ,"12 days, 03:37:53.010",null
PTT-TH-HO-B6-FL2-AP2802I-1,be9e6422-2187-4e52-9109-6f2353dd7451,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JD,"14 days, 11:59:12.110",null
PTT-TH-HO-B6-FL2-AP2802I-2,d82bea67-4da6-4017-af27-04cc87212a98,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K3,"14 days, 12:00:04.300",null
PTT-TH-HO-B6-FL2-AP2802I-3,68553852-1370-47cf-9d33-56d5f8bb590b,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JV,"14 days, 12:00:04.110",null
PTT-TH-HO-B6-FL2-AP2802I-4,52b8bc4b-e710-4c2f-861e-6c62df761aef,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K1,"14 days, 11:59:12.200",null
PTT-TH-HO-B6-FL2-AP2802I-5,3a02eed4-9921-4976-9f2a-44378bc1effe,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JF,"14 days, 11:59:12.220",null
PTT-TH-HO-B6-FL2-AP2802I-6,df00bb1e-d1c4-4dea-8126-7a753acbe866,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K9,"14 days, 12:00:04.120",null
PTT-TH-HO-B6-FL3-AP2802I-1,15f7cb81-d78f-411e-b226-5b91a0271551,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0HD,"14 days, 11:59:12.430",null
PTT-TH-HO-B6-FL3-AP2802I-2,613d78d6-b027-45c2-b9b6-7b6e37a9a68a,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KF,"14 days, 12:00:04.110",null
PTT-TH-HO-B6-FL3-AP2802I-3,52119e35-e552-4780-a63e-c721971033b2,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J0,"14 days, 12:00:03.430",null
PTT-TH-HO-B6-FL3-AP2802I-4,63257fab-fe15-4d48-b4d1-3c366db5a045,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J2,"14 days, 11:59:12.210",null
PTT-TH-HO-B6-FL3-AP2802I-5,3f25612b-4460-47bf-87eb-5bcf4b658cb0,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K5,"14 days, 11:59:12.120",null
PTT-TH-HO-B6-FL3-AP2802I-6,3e381245-a912-4c97-a965-bd73ee523e99,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KX,"14 days, 12:00:04.300",null
PTT-TH-HO-B6-FL4-AP2802I-1,093b72b3-f860-4433-b6a4-92e28d981369,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JE,"14 days, 11:59:24.110",null
PTT-TH-HO-B6-FL4-AP2802I-2,252996e5-8b7b-4560-bce0-bafc589573ab,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KE,"14 days, 12:00:04.210",null
PTT-TH-HO-B6-FL4-AP2802I-3,ce7178f4-4e81-4a85-84b7-51718f3b76ac,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0L3,"14 days, 12:00:03.200",null
PTT-TH-HO-B6-FL4-AP2802I-4,22008347-1d70-4b2c-8fe8-f7719e12b760,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J6,"14 days, 11:59:23.220",null
PTT-TH-HO-B6-FL4-AP2802I-5,7cfa13e6-eaff-429f-a3d2-49a55ad99bcd,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J1,"14 days, 11:59:23.210",null
PTT-TH-HO-B6-FL4-AP2802I-6,b696e8de-2369-42e3-9e94-0d7824dd2fc9,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0HC,"14 days, 12:00:03.430",null
PTT-TH-HO-B6-FL5-AP2802I-1,a164f98e-cc25-40d0-bca6-bc870e44cb44,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J7,"14 days, 11:59:12.120",null
PTT-TH-HO-B6-FL5-AP2802I-2,a83290eb-466d-42a9-9c35-1ac28c3e6310,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J5,"14 days, 12:00:03.220",null
PTT-TH-HO-B6-FL5-AP2802I-3,01e2f1c2-0f49-4694-a4c9-45ff5f72b0df,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0N1,"14 days, 12:00:02.210",null
PTT-TH-HO-B6-FL5-AP2802I-4,8370f350-9471-4e38-b052-0f73a7736151,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KD,"14 days, 11:59:24.440",null
PTT-TH-HO-B6-FL5-AP2802I-5,d9aee384-502a-4caf-9e02-c27430ee9251,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JJ,"14 days, 11:59:20.430",null
PTT-TH-HO-B6-FL5-AP2802I-6,380749e5-6479-4337-ba9e-6d7718089704,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KJ,"14 days, 12:00:03.210",null
PTT-TH-HO-B6-FL6-AP2802I-1,e0f02353-c0e6-43bc-93a5-6375eaa49839,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JZ,"14 days, 11:59:12.210",null
PTT-TH-HO-B6-FL6-AP2802I-2,368c2422-a1a5-4d59-b54b-1b9c9fb0b3d7,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JW,"14 days, 12:00:02.220",null
PTT-TH-HO-B6-FL6-AP2802I-3,8c20b1e3-b997-4356-9ccc-d48130fe5eb5,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0NU,"14 days, 12:00:03.430",null
PTT-TH-HO-B6-FL6-AP2802I-4,a290f7bb-5db5-42bf-87d0-970585299f24,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KG,"14 days, 11:59:12.310",null
PTT-TH-HO-B6-FL6-AP2802I-5,6fb8ea11-5daa-45b8-8527-e74f0e5496ae,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0L0,"14 days, 11:59:12.120",null
PTT-TH-HO-B6-FL7-AP2802I-1,75c31910-1c75-4e3b-872e-78786d8a2346,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JC,"14 days, 11:59:11.220",null
PTT-TH-HO-B6-FL7-AP2802I-2,ff82b12d-c70c-4f15-9bc4-84ab0b07fa52,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K6,"14 days, 12:00:03.120",null
PTT-TH-HO-B6-FL7-AP2802I-3,075c9022-038d-4dfd-b7f0-6831a8717ad5,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K8,"14 days, 12:00:03.110",null
PTT-TH-HO-B6-FL7-AP2802I-4,0a17157b-709a-4226-91f2-cee1c790589a,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J8,"14 days, 11:59:23.110",null
PTT-TH-HO-B6-FL7-AP2802I-5,a6e411bf-ede4-445c-a661-4f9c270c7a4e,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JB,"14 days, 11:59:24.220",null
PTT-TH-HO-B6-FL8-AP2802I-1,dc2fc613-954a-45f6-a136-bf72b50e616e,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0J3,"14 days, 11:59:20.430",null
PTT-TH-HO-B6-FL8-AP2802I-2,259a1b5c-8a31-4d7d-a19f-794c71ac9707,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JX,"14 days, 12:00:00.210",null
